DUX4,HSV1
-0.303332983312423,-3.52484587341338
-0.284082945239963,-3.34207466799914
0,-4.05889368905357
-2.68449817427207,-1.71926359243275
0,-1.90626994813029
-2.2337971846087,0
-1.32646884190141,-2.55900327365848
-3.25375659224578,-4.36923380966572
-2.7796099315747,-3.10153802646206
-0.906698497888249,-2.01804266822889
-0.290358015886493,-1.29035801588649
0.237957054553115,-0.723048813831022
-4.16992500144231,-2.36257007938471
0,-3.47393118833241
0,-5.05889368905357
0,0
-3.23266075679028,-5.55458885167764
-3.68650052718322,-5.10153802646206
0,-5.05889368905357
-3.32192809488736,-3.4374053123073
0.455380933918872,-1.82747969559361
0.262865974914113,-2.18635504916251
0,-2.47393118833241
-3.68650052718322,-1.68650052718322
-1.4378088069375,-4.04924351901985
0.154273267069877,2.14873344767048
-1.01792190799726,-1.91838623444635
-0.160108143082105,-0.332575339086871
-0.0822260592110206,-2.02332737078973
-0.770781148585867,-2.2772824107388
-0.173691831365232,0.076913124927044
-5.64385618977472,-5.05889368905357
-0.954959035776509,-1.99087861003145
-3.75488750216347,-5.49185309632968
-0.104222034796529,-3.26887594874971
0,-5.05889368905357
0,0
0,0
-1.35075674794658,-2.3115861506659
0.790435327181561,-2.04901074742882
0.104539985167886,-3.31321087778625
-0.42232017522254,-3.29387180975639
-5.64385618977472,-2.25153876699596
0,0
0,0
0,0
0,0
-1.94649466995974,-4.10943324108595
-5.64385618977472,-3.47393118833241
2.28983446517751,2.50080205305716
-1.05889368905357,-1.18442457113743
4.68772011154659,3.25334100962995
0,-5.05889368905357
-0.365681658447637,-0.963641499697667
-0.048737173680109,-2.78011008586672
0,-2.12029423371771
-4.64385618977472,-3.47393118833241
0,-3.47393118833241
-5.64385618977472,-2.47393118833241
-3.51096191927738,-5.24792751344359
-2.38042374419751,-3.33151414371656
-5.64385618977472,-5.05889368905357
0,0
-0.752444854308865,-4.23787168147911
-0.413965793120197,-2.51554349820933
-1.82851953205565,-0.879145605125614
-0.544167955018054,-1.4106501820379
-1.93643487122253,-4.20945336562895
-4.68650052718322,-2.51657552574091
-4.79441586635011,0
-4.05889368905357,0.333423733725192
0.643784286909406,-1.40250936536453
-3.71424551766612,-0.524420958786105
-1.04144637208044,-4.4440788504685
0.0573778910775752,-3.25137481506205
0.0355751049053288,-0.981312494143963
-3.79441586635011,-1.54648835290652
-3.43295940727611,-0.295455883526171
0.126633438531017,-3.14927449213243
-0.18604466680559,-3.66679617253861
-0.913962465592432,-3.66119639521247
1.70429090102063,-0.633103995212502
-0.105885626680388,-2.50995807251934
-0.169340559448948,-2.60853647361489
0.522840788813359,-3.21028273905845
-0.325400286794168,-1.81779666877925
-1.86059694333458,0.935869662580285
0.829167236223992,-2.59861978468199
-4.64385618977472,-2.47393118833241
-1.93161302501975,-2.29418310440446
-1.03151725012226,-3.83887217217987
-1.25906550363085,-4.53419938703927
-0.518739172705489,-3.67584469188837
0,-3.47393118833241
-5.64385618977472,-2.73696559416621
0.333273068481372,-0.110936401363356
-0.663602949960721,-2.02703925275235
0.0909645881769197,-2.08664660641053
0,0
-0.826548487290915,-1.82654848729091
-0.0832203107079442,-1.82884131422802
0,-1.25481389902883
-1.23158159279111,-3.39644530840144
0.101354915476795,-3.59380019953603
-0.692230194036457,-1.48005322925338
0.0294634938777417,-1.90214067729185
-2.16293857112621,-2.29418310440446
-3.68650052718322,-1.55721751023825
-1.85294149636155,-3.13885036844793
-0.0390380987947561,-3.61578009271094
0.19364107041612,0.142566885821851
-2.82888808360725,-1.82888808360725
-3.05444778402238,-0.506959988719883
0.361700883514473,-3.46590646256958
0,-2.51657552574091
-2.8073549220576,-1.71424551766612
-0.131902490723577,-2.40214469639795
-1.3651684665709,-3.80617538226425
0.0576570632295125,-4.14354113583781
-1.28950661719499,-2.10187961401921
0.697226637940882,-2.87133835300187
-2.95109039951905,-2.68805599368526
-1.20435849850619,-2.16720550008872
-3.13245029602365,-2.13245029602365
2.96446686101106,7.45662315745361
-0.59178376657717,-1.26242962903144
0.106308902146341,-1.52674788677586
0.588471576785558,-2.53154279669983
0,-5.05889368905357
-0.265683984247743,-2.02043889185748
-1.55639334852439,-2.73696559416621
-1.51113408886299,-0.393393819934482
0.71683844908126,-0.778022659093636
-1.49880585697144,0.387023123109247
-1.4797802640291,-1.57288966842058
0.26241491321386,-2.0241495717783
-0.275594587193224,-3.16097384670297
-0.702614089375429,-3.18239435340453
-0.713118852211839,-0.395928676331139
0.405756658913156,-3.15128000169495
-0.292174046258167,-3.32884434962594
-2.90230332611287,-1.22853155843385
-1.88452278258006,-4.41503749927884
0,-5.05889368905357
-0.545691453623574,-1.99223195528707
-0.096511251784854,-1.51145607754249
0.35889442124131,-4.12653240592893
-2.57008922423963,-1.13302541863078
-1.02926459450519,-1.7120744186245
0,0
-1.56293619439116,-3.11547721741994
-0.803509442106309,-2.92497295459198
-0.23333831505537,-1.69549163380893
-1.8969065070359,0.321928094887362
0.0817302706314263,-0.558361351489556
-0.0880307643537208,-3.27544319252487
0.4913805574168,-0.785875194647153
0.449429500835679,-1.57581218437514
-1.32716474325351,-0.275634442613427
-0.947366112091962,-1.43459181111732
0,-2.73696559416621
0.0583080918632072,-0.797840521509709
0.216018106203166,-3.12975673063856
-0.951116707108308,-4.42665941892037
-0.963474123974886,-5.28540221886225
0.183985885876211,-3.74161019919949
0,0
0.161253450922815,-1.59714931390568
-2.64689024986436,-1.64689024986436
-0.567478309637783,-2.17692446862668
-1.38627850629742,-5.63420601974101
-0.0439433475875971,1.80322703643493
-0.94931258655115,-0.799371959562993
-0.909660944206213,-2.42204655779821
-3.04669323544804,-1.41197769952979
0,0.290779396316698
-4.83289001416474,0.650925763099515
-5.79441586635011,3.24038309622716
0,1.6577953807326
-5.75488750216347,2.58496250072116
0,2.92419039632435
0,2.30785290967564
0,-5.05889368905357
0,-5.05889368905357
0,-5.05889368905357
0,-5.05889368905357
0,-5.05889368905357
0,-5.05889368905357
0,-5.05889368905357
0,0.146389486981523
0,-5.05889368905357
0,-2.47393118833241
0.0332718553872141,-2.40407971425246
-3.64385618977473,-2.12029423371771
-1.40686084272056,-3.40686084272056
-5.75488750216347,-4.16992500144231
0.694232986646879,-0.908158505618274
-0.445411148322363,-4.14585086646346
0.502026159739084,-2.1001114847902
0.137718867438803,-0.761119455874983
0.590874307172165,-1.01087737025748
-1.57678856927546,-1.90484276695966
0,-3.05889368905357
0.788894125939684,-0.61942430076828
-2.39592867633114,-2.25153876699596
0,-5.05889368905357
0.151334637489207,-1.13750352374994
-2.36257007938471,0.384663850235325
-1.06206550947187,-2.91455625829252
-2.31034012061215,0.215728691055437
0.521711252393087,0.0670092687672591
-5.64385618977472,0
-1.11586851739274,-2.13562675981937
-0.843495514320009,-0.985049658534028
-5.64385618977472,-2.73696559416621
-3.71424551766612,0
0,-3.47393118833241
0.100227447738654,-2.91506873935786
-1.5625946876927,-2.03037364904352
-3.83289001416474,-5.24792751344359
-0.126725602452942,-2.65705284659725
-0.852026914486685,-3.45569285388625
-1.36257007938471,-3.58496250072116
-0.18342308162507,-2.19864381856384
-1.05621308866709,-3.84896755679186
0.320929344386492,-1.03537433010189
-4.20945336562895,-1.15055967657538
0.719244406255023,-0.594056511279636
-0.3354051151872,-1.51489709492989
-0.631032149417141,-5.15459410547415
0,0
-0.704502663888859,-2.53113664844135
0,0
-0.600849186136613,-4.54311411184702
-0.677656003017539,-2.8431521597204
0,-4.05889368905357
-1.14104388145518,-2.60633615151372
3.18601897756261,7.43294335155285
-3.81762325751143,-0.78199934778071
2.33832253313803,2.43041272516576
1.97085365434048,-1.64385618977472
-3.64385618977473,-3.47393118833241
-0.713118852211839,-2.25153876699596
1.20224272171504,1.2907793963167
0.722890408954483,0.453050825215575
1.35789359217524,1.35789359217524
1.33342373372519,1.26303440583379
1.2907793963167,1.39031506986761
1.2907793963167,1.27350140488486
-2.12029423371771,-2.47393118833241
4.54901580431477,3.97743360606101
4.14789869511231,4.09131516674595
-2,-0.234465253637023
-0.260235772481121,-1.98606080904213
3.06237186028751,3.80379710264442
-5.64385618977472,-1.78587519464715
-3.32192809488736,-0.836501267717121
-4.05889368905357,-5.05889368905357
0.0156163352668033,0.735999045237405
-0.775257529209415,-0.626236294017349
-0.264972210075286,-4.44657901656523
-5.68650052718322,-1.98606080904213
-0.0901016013561284,-1.08421766048441
0,0
0.549828009676407,-2.1469685372335
-0.334984247712809,-4.20945336562895
-5.71424551766612,0
-4.68650052718322,-2.16293857112621
0.748184070396382,-1.05384293622552
-0.317920426530573,-2.17251651469688
0.0648788362967017,-1.56245900223224
-4.12928301694497,-2.8073549220576
-0.738192897550208,0.0146467759644013
-0.469189060266508,-0.0865003386855249
-1.02757624435242,-1.20511442990461
-2.8912937405575,-2.84549005094438
-0.418247055754734,-4.09953567355092
0.191817607291155,-1.9941294118755
0,-5.10153802646206
0.547781820967332,-3.65654769443134
0.694525489014818,-1.12052918120474
-0.0218011399183127,-1.27312456322541
-1.06465295834225,-1.25729803628465
0,-3.10153802646206
1.04121876259678,-0.0785256568657475
-2.14295795384204,-2.61244323714326
-0.375607354450306,-3.63299519714296
-2.63005039024969,-1.21501289097085
-0.790365288755716,-3.56828375957453
-0.287268684394154,-2.85348691877186
-0.305847489372767,-0.64526301098897
-3.23029761942179,-2.07275634243531
0.690943927836724,-4.07665919886748
-0.52537141342282,-2.11891630138671
0,0
0.0557183985205975,-3.30896790528097
-0.334082295171992,-1.42042672870927
0.594448916546798,-3.39078313034351
-0.647246778975499,-3.5972060964759
-2.30012372456901,-1.49276880251141
-0.451312885670393,-2.65161153615622
-0.949726793518776,-2.4391116342577
1.00460036465827,-1.62645230163487
0.298081352932995,-2.7997378480289
-1.74220224253235,-1.21978120787991
-1.34933425222801,-2.29123129766445
0.349855314072274,-2.83147445064229
-1.73230421679634,-3.51657552574091
0.731606836305514,-0.397806676324123
-0.239827014672469,-1.66513284940514
-0.856768388793874,-4.76914992300609
-3.71424551766612,-0.986325063102923
0.115728325365375,-3.56755731928314
-0.308703744516019,-1.35021002927692
-0.797894592808538,-2.11276793016195
-0.102098187618736,-2.60299642355142
-0.420562741007581,-3.77820857639809
0.245624727574165,-2.66935468801153
0.286987919179632,-1.53849745610477
-0.666931347507437,-2.03394733192334
-0.341622011644522,2.66115507302605
0.532732541948598,-2.50089823593268
-1.12029423371771,-6.05889368905357
-1.79646660591487,-1.58496250072116
-0.063742130049591,-2.09259699272178
1.15365888961084,-1.34553554882812
0.855015350232577,-3.36486147318509
-0.112167740207166,-0.631132682154082
1.1037041547464,-1.31409823958708
0.987747739175981,0.243586643605571
-4.68650052718322,-3.51657552574091
-1.60904141917956,-2.31531021612285
-4.64385618977472,-3.05889368905357
0.835285854805396,-2.25826945766505
-5.71424551766612,-1.35669351304804
0.0938057053333283,-3.48268243579775
0.027390777698297,1.45430812889268
0,0
-5.71424551766612,-2.01380579952503
0,0
-0.156612346697639,-1.24111269188727
-2.46631800422254,-2.01380579952503
-0.327012751481619,-1.76672952493303
0.584962500721156,-1.66687369850777
-1.64655029894399,-0.795560248077055
-0.981384321832653,-2.74322458463789
0.146455714260312,-2.60651458490887
-0.932537032221261,-2.34235304537736
-0.000204449095628469,-2.922976954594
-1.78587519464715,-1.51457317282976
-2.66742466091313,-1.50695998871988
-3.68650052718322,0
1.19945049073377,0.66718308479471
-5.64385618977472,-3.47393118833241
-5.68650052718322,0
1.43829285157915,-3.47393118833241
-2.73696559416621,-5.05889368905357
-5.64385618977472,-3.47393118833241
-2.13993026114447,0
0.265562315376724,0.450073976854999
-0.0524432749765866,-3.33042802227635
0,-5.10153802646206
-0.79755914291588,-2.58605503772217
-0.636062948525644,-2.38956681176273
-0.100401896957837,-0.280107919192735
-0.339594240267585,-1.19536344059486
-0.498453507466481,-1.22780591752281
-2.95109039951905,-2.46566357234881
-1.74075717332858,-2.81875968532985
-0.433573450716272,-1.3687223063663
-0.516472983678295,-2.95493482846847
-0.328126448812187,-1.7609336168605
-0.135200737880514,-3.20255600568228
0,-5.05889368905357
0.252681975189428,-0.655974249131562
0.400781310450425,-1.07826163998417
-0.479790291692959,-0.49418138399858
-4.4374053123073,-1.13972476366661
-0.736092652339756,-2.93163066565241
-1.03223283338848,-3.04622147240946
-0.440088871334211,-0.550826161193606
-0.64110557875869,-2.84359844265743
-1.59047950568872,-2.89387164913866
-0.680850397256926,-4.11474692378709
-4.71424551766612,-2.01380579952503
-5.64385618977472,-0.836501267717121
-2.77051815387723,-0.258068152940444
-0.585423499300215,-2.09624710353594
-0.611870374184673,-5.91949063238815
0.663990746886427,0.407095478150039
0.508238754981774,-2.6230379384545
-0.17135539032462,-4.03809756799582
0.0697221856640696,-1.00561360646353
-0.460347634906016,-2.57716939579782
-2.43857301373963,0
-4.64385618977472,-3.05889368905357
-0.990662135420664,-1.12723518829611
-2.54648835290652,-2.09397614820901
0,0
-1.40372218605101,-1.18132976471456
-3.71424551766612,-2.01380579952503
-1.13543662505702,-4.40987579416306
0,-1.78587519464715
0,-5.05889368905357
-0.137067730047516,-0.506501262152938
-0.878048120101159,-2.91621453337259
-2.22110372536788,-2.89917563048051
-2.18903382439002,-1.02553509210714
0.109972842025132,-1.48828648130948
-0.666677150512526,-0.884033981951675
0.25350975501562,-1
-1.57650092197296,-3.01707351335894
-0.0763141618485032,-2.02384674195437
0.145920758045197,1.5310877277419
-1.3940778806432,-0.736965594166206
6.20693557259743,2.98538290392782
0.4505783188154,-2.09686153925259
0.458259172379442,-1.94030959139477
-0.425763905871903,-2.52222674537319
-1.13039663725567,-2.09192248944104
-0.133287484887631,-1.98000256546675
-0.361539950786219,-1.37395030723564
-1.81713594285019,-1.91177281698826
-0.196139084943952,-3.19492281815204
-1.78659636189081,0.222392421336448
-0.53605290024021,-1.67355642399014
0,-5.05889368905357
0,-5.05889368905357
-5.64385618977472,-5.05889368905357
-0.106293039726223,-3.70584307667043
-1.87869370377787,-1.18903382439002
-0.831602468304281,0
0,0
-0.302084683274455,-2.26467476421505
-0.494640038095925,-2.10196880373085
0,-4.05889368905357
-0.711605286552454,-3.54477341060546
0,-5.05889368905357
0.697400687089183,-2.58058406021058
0,-3.51657552574091
0.102214557454725,-2.89012571312911
0.480698307191735,-1.50134131653362
-0.430450797143714,-3.08930556480423
-0.202041871405537,-2.8347123813839
0,0
-3.64385618977473,-3.05889368905357
-2.19930880822341,-3.04730571477836
-2,-3.05889368905357
0,0
-5.68650052718322,0
-1.3890422907459,-3.1963972128035
0.0516712008675954,-3.14543652415952
-5.68650052718322,-3.51657552574091
-0.252980741169871,-0.700439718141092
0.23772750601662,-2.94429056741371
0,0
-5.64385618977472,0.367371065648529
0,-1.08926733809709
-2.39592867633114,1.47508488294878
-4.64385618977472,-0.395928676331139
-5.64385618977472,-1
-5.64385618977472,0
-5.64385618977472,0
-2.39592867633114,1.62293035092018
-5.64385618977472,0.111031312388744
-4.68650052718322,0.107915339166888
-5.64385618977472,0.367371065648529
-4.12928301694497,0.855610090664825
-5.64385618977472,-0.68965987938785
0,0.070389327891398
0,-0.0892673380970874
-1.59903768593288,2.63992895993909
-3.4594316186373,-1.43195088221519
-1.18160680648995,-2.53915881110803
0,0
-1.40551472516034,-1.880852734707
-1.82851953205565,-0.557217510238252
-0.948925815405731,-4.62449086490779
0,-4.05889368905357
-5.64385618977472,-3.47393118833241
-0.331532914265951,-2.15814783366596
-1.87446911791614,-2.10187961401921
-4.71424551766612,-2.19068356160911
0.0612258313680305,-4.52776092591192
-4.10153802646206,0
0.42687911192336,-1.81663273564562
-0.0949359862445397,-3.33783583496663
0,-5.05889368905357
0,0
-0.438806949168106,-2.19104487291762
0,0
-0.172912243887656,-3.37530567693199
-0.725035384083224,-3.41560807276498
0.245066945998412,-3.4234433459697
-0.424026282506099,-1.76410172410372
-1.02065947056609,-1.92668332235708
0.872068200762583,0.14319463582779
0,-3.47393118833241
-0.509761297776979,-2.53378739496208
-0.186291792491952,-0.807061721154067
-0.398597863107124,-1.87981243899045
0.139305997325998,-1.38860228531577
0,0
-1.66296501272243,-1.83289001416474
-5.64385618977472,-1.64385618977472
0.655793643657847,-1.54459346959533
0.625483255434734,-2.52024724099479
-0.64171139043115,-2.90197023809506
0.1138723971756,-2.81831846044962
-3.75488750216347,-0.872244452801627
0,-2.47393118833241
-0.539078763222216,-1.66177009278354
-0.918736838456627,-2.34914956362239
0,-4.05889368905357
-1.4391116342577,-2.13955135239879
-0.525019960264874,-5.78135971352466
-0.786709785770804,-2.59178376657717
-4.05889368905357,-4.05889368905357
0,0
0.0976107966264223,-2.47393118833241
0.457169977649554,-1.83090718501198
-3.71424551766612,-5.12928301694497
0,-5.10153802646206
0,0
0,0
-1.03213262094081,0.842336496975332
-3.71424551766612,-0.0277449904829043
-0.626025157343042,0.565199245899726
-2.666262602823,-2.33184356375245
-3.6667565918848,-4.40372218605101
0,-5.10153802646206
-0.74874276194256,-2.82149910437787
-2.37125580725093,-1.25096157353322
-0.811733362568178,-1.55896729218821
-5.68650052718322,0
-1.07922669115058,-0.418713157422242
0.251136285464302,-1.21592342616282
-4.75488750216347,-2.05444778402238
-0.20159862808374,-1.16927919821059
-2.44057259138598,-2.92599941855622
-5.64385618977472,-5.05889368905357
-2.13070369164459,-3.08179409116365
-3.09397614820901,-2.88752527074159
-1.30543997209879,-1.33024336309937
0.392520393029281,-3.50588505019006
-0.106165557216928,-3.65486451395131
-1.81249822533356,-3.61086436416391
-0.000180619097686597,-2.4013761932229
-4.75488750216347,0.814968106167479
-0.432111012637785,-4.23946593469539
-4.34577483684173,-2.76081233612057
-0.577035584949527,-2.86961971825475
0,-3.47393118833241
-0.26070935288755,-2.403022123122
-1.33534861064968,-2.26946067499323
1.10766650977434,-1.75283407723756
-2.77051815387723,-5.27301849440642
-1.18160680648995,-0.70626879694329
0,-1.51457317282976
0.402475233410795,-1.7306912180214
-1.64019635490667,-4.23907116248308
0.526401109429374,-1.72023542430609
-0.0710319667669443,-2.58379479928882
0.149926928196993,-1.54871593451081
-1.15851121532022,-2.51670285419436
-0.489965986785409,-4.67053823242723
-0.522022898794002,-0.922718078913707
-0.540132719260377,-2.4820756176706
-2.7796099315747,-1.68650052718322
0,0
0.371859400038291,-1.61097645906781
-1.87446911791614,-3.35989594508638
-1.29956028185891,-3.41503749927884
0.0436332160383996,-3.79266339956959
-0.405699634699508,-4.2667865406949
-1.02281462923217,-2.85827885722028
0,-5.12928301694497
-4.20945336562895,-3.62449086490779
-0.1296601768206,-2.70962357175227
-5.64385618977472,-4.05889368905357
0.224344647670726,-1.67670506934873
-1.74922901383203,-0.766931015565494
-0.0847701034787518,-2.72560573200166
-0.752689946459223,-4.08453351021167
-0.17904858888748,-2.79493566280354
-1.28630418515664,-2.78587519464715
-1.75488750216347,-1.71049338280502
0.21323084991318,-1.43572650482233
0.143743830040504,-0.654431665242704
-3.09085343045111,-0.723482364802584
-0.718024030512746,-5.24158598656976
1.32657445974373,-3.36923380966572
-0.330409841175324,-0.759695345359178
0.198734266109444,-2.8649827020905
-5.64385618977472,-2.47393118833241
-0.249514475013247,-3.4901474923917
-2.40209844357135,-2.88752527074159
0,-2.51657552574091
0.403951584038611,-1.29862072139529
-0.160134498249503,-2.40274014047546
1.13381352568073,-0.327841314595838
0.00708652284063724,-1.95168251733606
-2.98606080904213,-2.51657552574091
-0.607632759543413,-2.98646324566525
-5.64385618977472,-2.47393118833241
-5.64385618977472,-1.78587519464715
0.725661363630898,0.0445464389532619
-5.68650052718322,-3.51657552574091
0,-3.10153802646206
-0.381230555137536,-4.37730485192374
3.19858146006538,7.42513818026085
-3.79441586635011,-1.54648835290652
0.0328558281520453,-2.35755200461808
7.58685610149023,3.90396041462554
7.41319695216036,3.73996808232773
7.22828960530934,3.76500424625004
7.71378583334336,4.09906993977382
7.46407162947948,3.82564027508535
7.62592709702331,4.02245623784175
0,0
0,0
0,-4.05889368905357
-2.62678267641578,-0.0277449904829043
0,0
0.404043709248311,-1.28021399581062
-2.48938484073893,-3.18982455888002
-1.77444029958487,-0.956278622570682
0.015336336987558,-0.209273484874975
-0.720830386958295,-3.08914234672627
-0.889840143416001,-2.51457317282976
-0.41402707251925,-3.60871594286039
0,0
1.30684237354038,1.17087015769242
-1.01393919095787,-1.90602385179099
-3.83289001416474,-1.58496250072116
0,-2.25153876699596
-1.30932805810773,-1.47533800954666
-0.168532621825588,-2.65555446855121
-2.61005348168399,-3.27301849440642
-2.21883460192326,-3.90689059560852
0,-2.51657552574091
0.277577758213906,-2.52002993570294
0.429857886844183,-2.23736663603146
0,0
0.128315090011048,-2.852066570864
-4.75488750216347,-1.75488750216347
-3.36457243229586,-1.32894852256513
0,-4.05889368905357
4.29988359556698,5.46506453382686
-2.55639334852439,-2.73696559416621
0,0
0.0518954438961233,-2.17513835959119
0,-5.05889368905357
0,0
0.396953781696911,-2.73529096247395
0,0
0.290652067863247,0.308342644978768
-4.05889368905357,-4.05889368905357
-0.977730836158967,-3.81378119121704
0.621451666481739,-1.79820653984342
-0.0634790568244001,-2.58019325657328
0.676734774152388,-0.621743648210688
-0.951090399519054,0.223407331713083
-0.0713708715930234,-3.32975677384875
-0.318529518425498,-0.357233047755982
-0.500082429683766,-3.77981589845932
0.216232806734979,-1.05341389044159
-0.643544221984366,-2.71549406386338
0,0
1.33342373372519,-1
-0.506061672974241,-3.40087943628218
2.17449773123214,2.90230332611287
4.26807812094311,3.53218796107261
1.51412552478121,2.28750468812715
-0.29287641736272,-1.06585254729463
-0.865788214366675,-1.58094943821453
-0.588419271020389,-3.42054977211632
0.0567118686965681,-2.59949577785055
-0.667596461454075,-4.4374053123073
0,-2.01380579952503
-0.371924897798747,-3.61450471850397
-4.68650052718322,-4.10153802646206
-0.151850580622783,-1.46389976646886
-0.845285072972854,-2.67022158905705
-4.64385618977472,-1.51457317282976
-5.64385618977472,0
-1.02603128989049,-2.86195536414487
-0.0932865417286662,-2.90863523869687
-0.641473351067263,-1.65915435760981
-2.11103131238874,-0.800691191776593
-1.72489276186563,-3.72489276186563
-4.05889368905357,0
0,0
0,-4.10153802646206
0,0
-0.0943273825481531,-0.670543305203522
-0.280508167507382,-4.87914560512561
-0.785600369417083,-1.6924909650256
0.38565369249775,-1.95044417552577
-0.098504578645979,-1.69121831381355
0.76174014517571,-0.643734180806756
-0.263723207489699,-3.09609658958414
-3.68650052718322,0
0.516709847497888,-3.08683407896499
0,0
-5.64385618977472,-2.73696559416621
0,0
-3.32192809488736,-1.64385618977472
-1.89162383895521,-2.4391116342577
0,0
-0.282789700980404,-4.57346686188333
0,0
-0.540834079213152,-2.439598784369
-0.404149183136108,-1.46507818177844
-2.92599941855622,-0.0384741478146357
0.641518194221162,-1.73732748932448
0.672179337189437,-2.09394599185528
-4.05889368905357,-3.05889368905357
-1.10604163741032,-0.922595496314393
-0.957920108267493,-2.54556071453009
-1.13070369164459,-1.61017306351844
-1.14755718841386,0.495410915742864
0,-5.05889368905357
0,-5.05889368905357
0,0
-5.68650052718322,-5.10153802646206
0.0135587327549255,-4.5701110555693
-3.68650052718322,-5.10153802646206
-1.48028352389428,-3.10691520391651
-1.68965987938785,-0.514573172829758
-0.628567861885539,-2.13462101521681
-1.59636726399341,-2.10604163741032
-0.946670497593873,-2.59708605980365
0.173915861638347,-3.31926629516385
-0.627211445370094,-5.55956502176987
-1.00762122765927,-2.94774977168187
7.00284973458478,0.926936537810277
-0.810966175609983,-1.78587519464715
0,-2.16293857112621
-2.58496250072116,-1.37345839552744
-0.445089916694098,-2.06026703046226
-1.6887983117057,1.63528145403672
0.0950377898113205,-1.94384835160719
-2.32192809488736,-1.0703893278914
0.939071001357668,-0.802617003050941
-0.793549122532574,-0.74266795353039
-0.576788569275456,-3.20069735023713
-3.05444778402238,-2.84799690655495
0.848288684297049,-1.7092206036833
-1.00704184456463,-2.45089558423889
0,0
-0.278575256729572,-3.18286405714981
0.138098396982304,-2.33885691412049
-1.2461605872694,-1.45325682150933
0.446349587989941,-1.07140732318598
-2.66742466091313,-0.947532580105864
-0.908754038140356,-1.54187964425258
