gene_name,log2FoldChange.KO_Inf_8h_KO_Mock_8h,padj.KO_Inf_8h_KO_Mock_8h,diff.KO_Inf_8h_KO_Mock_8h,log2FoldChange.WT_Inf_8h_WT_Mock_8h,padj.WT_Inf_8h_WT_Mock_8h,diff.WT_Inf_8h_WT_Mock_8h,mean_KO_Inf_8h,mean_KO_Mock_8h,mean_WT_Inf_8h,mean_WT_Mock_8h
DGKQ,-0.461549612776431,0.000231984304463163,No,-0.346938875549359,0.0133034765042864,No,308.423068435229,427.769339589311,271.671045616597,349.560109148875
IDUA,-0.00401744436079811,0.999932367424843,No,-0.731548144413876,0.0811234002334808,No,11.5181020875844,11.6283036154431,13.5695144588648,29.6775803079597
FGFRL1,-0.697251341062349,4.28509126077261e-22,No,-0.535733786420003,2.1501664834467e-11,No,1151.19536774722,1874.60270089399,869.505237765792,1264.82806435793
SNORA48,0.674036915804791,0.126299773037245,No,1.57410296781927,6.62994672950104e-05,Up,15.6038157840252,6.7968239822938,27.387170337556,3.14606088201003
SPON2,-0.083273741963353,0.845190102557269,No,0.371813761402517,0.360775768975498,No,77.5271414249867,82.9998367944044,22.6137481327477,14.8881423252486
CTBP1,-0.842519600356393,3.01521439289504e-34,No,-1.04601836118308,1.20866595697594e-48,Down,1506.58367913885,2714.55397560495,1311.96717448337,2730.92558449785
MAEA,-0.151839542992376,0.0538162266974293,No,-0.00387839283217405,0.974248522208231,No,2234.75976894498,2484.73766682055,2056.02611347796,2062.50541429846
UVSSA,0.203986491563056,0.125867184198782,No,0.400517315887618,0.00150747587388407,No,605.428271919515,524.102470610982,643.899380814869,484.808805097971
FAM53A,0.453290707383004,0.218637109011533,No,2.07871915559617,2.79847839339835e-10,Up,45.6956391259369,31.3081274742865,78.6479116811219,11.8391054168759
SLBP,0.185269358372868,0.00151906517951735,No,0.139302704099662,0.022599944757576,No,3232.47285691204,2840.38655658013,3514.77326376856,3189.5590630533
TMEM129,-0.351550479577833,0.00229753805569342,No,-0.710625632508141,1.8189782532196e-10,No,484.703559257417,621.514448077883,483.768631588429,801.944296284778
TACC3,-0.118459503336092,0.0333262841287967,No,-0.149599789745738,0.00696887470062112,No,4815.10651432843,5229.54831580442,4474.36818575837,4963.04978295855
FGFR3,0.290145487363391,1.43334864199157e-05,No,0.987654393460509,1.61876724097602e-40,No,2382.85657835718,1946.06736908055,1523.16101636043,757.050967929387
LETM1,-0.265863198620131,8.26746856733138e-08,No,-0.158891772316255,0.00338701557270275,No,2966.8757650452,3570.97136603119,2883.43036452614,3223.66699380223
NELFA,0.269590271774403,0.000133856399551727,No,0.708296202413585,5.28822678032975e-24,No,1726.42567922542,1430.21311346367,1946.5725402484,1186.31575601131
C4orf48,-0.0993382586115529,0.593864519699175,No,-0.104483431730455,0.570203658874433,No,308.250754068635,330.580597486189,348.584023663419,379.545451032749
NAT8L,-0.551432924915391,1.04449905559976e-13,No,-0.639163424676331,7.25060987766483e-18,No,1321.12876858744,1942.59577049125,1548.21212871327,2423.3095041365
POLN,-0.488583460278119,0.278461495144054,No,-0.191645600800721,0.70122632139575,No,8.86896110373257,15.8063350833918,23.303782281382,28.1729391521735
HAUS3,0.655950212979436,2.04322591300292e-10,No,0.619530506783092,4.74073379430772e-09,No,667.75124314158,421.251569324416,694.150193901934,448.264080858332
MXD4,-0.935788293034835,1.98644389009769e-14,No,-0.913259368489376,4.29546702639378e-10,No,301.290947747316,585.611833417925,156.851719220866,302.547869635032
ZFYVE28,-1.48432427766539,0.000129200399649693,Down,-0.202889922994455,0.681311009173528,No,4.61414468835036,29.8762202440062,32.5911531582991,39.2262930009479
RNF4,0.895733743908941,4.13194404146121e-61,No,1.04581083041002,3.11651161167492e-77,Up,4355.97761406141,2333.10494046647,4192.25436504096,2020.31772150015
FAM193A,0.19629659407694,0.0769473020296914,No,0.180530714255924,0.116675834903689,No,984.815093389643,858.079486007333,985.388007946027,867.998308911073
TNIP2,0.762993140424897,2.74800140268053e-21,No,0.606541231557197,3.08248968355528e-13,No,1083.01597469717,634.159530507928,1115.56935399291,729.421493117422
SH3BP2,0.194496444836334,0.695630059766504,No,0.296267464111462,0.507873504145246,No,17.1248505349088,13.8646524426447,26.1531639434227,19.8896846358014
ADD1,-0.305691894596498,3.48942918979575e-10,No,-0.281119192980174,1.85078766969875e-08,No,2913.93216702224,3604.77072173726,3192.86650322259,3883.00646420026
MFSD10,-0.474776496062204,3.22684486485111e-08,No,-0.386997487011142,1.93738183398566e-05,No,934.177324181914,1304.38118894674,939.072366131058,1234.61763999272
NOP14-AS1,-0.241057244438018,0.296489792352339,No,-0.192721467666778,0.41979795298962,No,105.054221339275,125.572260021765,126.524216972991,144.992316974588
NOP14,0.383145999460807,6.32597690518603e-15,No,0.470789672252849,7.62667308995152e-21,No,4088.56134174475,3131.24425915729,4191.89044403237,3022.06547977597
GRK4,-0.955612277982232,0.0127508817224836,No,-0.582280409671828,0.159479975811049,No,19.7291823818157,50.5438394598709,29.6854284695907,51.3210877005215
HTT,-0.950396475742212,6.90307039890201e-30,No,-0.639652475451962,2.27823001041003e-13,No,1692.71113248735,3298.51917130598,1563.54362136366,2449.78308407758
MSANTD1,-0.572045602942728,0.208538436773894,No,0.623182187217403,0.161653359201418,No,7.08713480509306,16.5808232926433,17.9681652343154,7.14274805624127
RGS12,0.0420404841228833,0.835796641951294,No,-0.147475933184264,0.388849044959905,No,341.59254464201,331.450112827616,302.985986968351,336.595429791743
DOK7,0.126091549896677,0.828669950080309,No,0.191820435613467,0.716616443194247,No,15.3881040008383,13.4750185821075,10.5147395715033,8.25582073559753
LRPAP1,0.266017854129724,8.0741107563412e-07,No,0.479129698724027,2.28171615318056e-18,No,3059.66327465914,2541.99827843012,3007.62242152734,2155.34255523791
ADRA2C,0.396408751375344,0.335330475793214,No,0.518051251418679,0.19165416088694,No,35.5058909408777,24.583345472557,42.9501979162374,26.5614386211318
FAM86EP,-0.766829551813814,0.016676185110512,No,-1.21907881810493,0.000149124911507781,Down,29.6750028678407,56.5769137884689,20.8531071772773,62.4616121445683
TMEM128,0.114776615347772,0.410285816979977,No,0.132751602888803,0.354930856554241,No,532.696762601315,490.226062835546,458.991360106628,417.912041053574
LYAR,-0.189108111830583,0.0314743858272338,No,-0.258320617897973,0.00277640911549983,No,2069.40702106156,2362.3024524709,1933.00764094347,2319.81429786854
ZBTB49,0.632131379910158,0.0258214117411402,No,0.688299235363652,0.0160308043217422,No,140.012828133405,85.0309409692981,147.212343853201,85.1646681197028
NSG1,-0.584858792826706,0.000998524566342103,No,-0.311393302769665,0.0931956742579267,No,161.7700483436,248.186092607738,261.29080800452,327.350468306613
STX18,0.273985880054702,0.00817082054702736,No,0.520048245021904,3.9345306689547e-07,No,762.702330243909,628.884538635691,782.209826319559,542.940376297818
STX18-AS1,0.323912305857258,0.383443708769014,No,-0.214915228882758,0.599384560891845,No,71.3463289470028,54.7054719368623,40.0101061717157,48.73940290619
MSX1,1.87999248747366,1.46141735719524e-78,Up,1.65684379061963,2.35670351962107e-57,Up,1155.51990039909,305.693935369249,1066.39127850731,332.385752026757
EVC,-0.432182147604798,0.00874062740439597,No,-0.732933582674258,1.42513919474165e-06,No,173.435681245251,237.512358396147,233.131943874413,393.444075253132
CRMP1,-0.53240097574334,2.64922115027531e-21,No,-0.416998750520952,7.17655944986892e-13,No,1673.51689653123,2426.23603880893,1892.24394169855,2531.21185334185
WFS1,-0.607527530609238,3.08286184835508e-07,No,-0.709812183826681,3.73983126597255e-09,No,325.822937777632,501.812261378263,350.492736239974,580.619572897638
PPP2R2C,-0.936198624363115,0.00412394553364471,No,-1.12866466191443,1.13274507189574e-08,Down,7.66236112327584,21.1805728406279,184.88321321701,420.473366899476
MAN2B2,0.549609427139176,0.0569426394613769,No,0.0968606518704999,0.797612269487655,No,78.6214512121004,51.0645711967824,66.7909724541161,62.0818433721489
MRFAP1,-0.510624091245578,1.97675755768575e-20,No,-0.675552358129076,2.53282401415649e-34,No,7685.89801674407,10969.8214610443,6737.9885426293,10792.1204911722
MRFAP1L1,-0.245472625023459,0.00428830539079397,No,0.011509553456051,0.931193837056097,No,1415.90060660846,1680.78493171248,983.433209851098,975.56188736424
BLOC1S4,0.680443574910342,9.06527856763083e-07,No,0.306778956577999,0.0598901419943183,No,480.160533832184,294.980922435827,319.90753833828,256.466996922227
KIAA0232,0.775399271868439,9.73271294431891e-18,No,0.618155970242375,5.00170400375079e-11,No,1466.8950188159,849.588202305395,1293.0667545654,835.739766102309
TBC1D14,-0.335261705725463,9.43767126580862e-11,No,-0.364751029552288,4.1971441197826e-11,No,3147.55550371023,3975.68554259213,2299.12660980446,2969.0837152803
CCDC96,0.465109957490556,0.266042487778382,No,0.342378926476301,0.436324686135368,No,27.378168541847,17.128631960311,27.0050999143229,18.8620977128193
TADA2B,0.18123892994523,0.0459456167466791,No,-0.00509043819838488,0.971061695598374,No,865.696543940845,762.243329060648,787.092964394933,788.423785768355
GRPEL1,0.437318377988567,1.4464325637659e-13,No,0.510553945859823,5.0295557248607e-17,No,2699.14950271511,1989.69320517654,2645.9122759064,1855.71094710798
AFAP1,0.399599963281135,8.21020496800563e-06,No,0.624923221964664,1.19477366590365e-11,No,1605.79367645926,1213.58170285773,1349.02165281055,868.029769017142
HTRA3,-0.821301376441176,0.0308608110665464,No,-0.107994027892791,0.815997096322153,No,9.81426611208615,23.6457478836628,43.1332032471027,47.2034558016959
ACOX3,0.301965748087648,0.0692395314580649,No,0.25822722048225,0.149717863011273,No,364.133718064927,292.377849928519,311.457076467896,257.822107250776
TRMT44,0.439827912123906,0.000116788021697004,No,0.523316881942212,1.29039771493214e-05,No,544.867453885221,399.70846326476,510.791925852034,351.917495767526
HMX1,0,1,No,0.665037021922458,0.119534131098002,No,0,0,37.7162838074386,20.5757538096978
SLC2A9,0.410827232998571,0.391718957881372,No,0.609538676733269,0.173184702496252,No,12.5398920562388,7.55797246856113,10.5964657604073,3.57069369675629
WDR1,-0.421151211075254,9.16972962783773e-22,No,-0.275085083466262,1.0162050646574e-09,No,4559.15313098281,6111.24476126135,5605.17740871831,6790.05392806443
ZNF518B,-0.522706247733155,0.000317516466821191,No,-0.404161579663234,0.0189796305327893,No,335.615857192744,487.769452123915,183.509717567248,246.621780674757
RAB28,-0.387486912009783,0.0214218476340448,No,-0.759621927653051,2.85985926901486e-06,No,239.761354403094,317.43036451436,213.647649081393,370.362341020857
NKX3-2,0.244176077154824,0.203520295940233,No,-0.280256615877481,0.151920437548294,No,229.591186093583,192.175122623615,180.030699323437,220.560564951743
LINC01096,0.48749921394869,0.231036615830728,No,-0.110884573006943,0.840482809438066,No,45.8312916505831,30.3767707380403,3.79255404427107,4.83925039618399
BOD1L1,0.786515749267648,1.73574419941603e-26,No,0.692826729013254,4.54273084413573e-20,No,2927.3861852671,1688.60376155242,2775.85342971492,1708.96218566723
LINC00504,0.264955919570834,0.206385216641334,No,0.247432937465313,0.286385253979583,No,205.053738930104,169.410435300964,142.489388737152,117.016522111178
SNORA63,0.417935081391932,0.341106972286393,No,0.36764614312051,0.409537436322645,No,25.2622814357283,16.5382171005622,27.7927220052372,19.3004923945234
CPEB2,1.38431983124551,1.92792104019417e-29,Up,1.91325567327385,4.96390424545603e-51,Up,523.968276680362,194.442149318646,707.072318515311,180.849322249198
CC2D2A,0.150058659594895,0.285976518568526,No,0.244058741911601,0.0646610613159866,No,364.474741097462,327.287685377099,450.170801090925,378.606022958038
FBXL5,0.0691702380015412,0.547703525567412,No,-0.00992693463202769,0.942541522173633,No,960.613032945217,915.404260386205,906.885341691761,912.490340240808
FAM200B,-0.608256396674843,1.44257316426967e-07,No,-0.552210453687516,3.59225999785575e-06,No,315.38009497165,485.566680992355,345.943434412917,512.120477739733
BST1,-0.29178485603576,0.421276184531946,No,-0.0508011973732887,0.907822246369098,No,52.4230891257272,66.6693134456482,54.4282822518553,56.3834525935258
CD38,-0.454794233147985,0.334869520271913,No,0.0245888313707843,0.968515293333713,No,13.5999792005933,23.2514944068325,7.58726959392591,7.1599864937001
PROM1,-0.56595798144322,7.01546366617401e-11,No,-0.478764780516274,8.24908399000201e-06,No,894.002874406183,1330.53371286869,365.211629030206,513.725500450865
TAPT1,1.41030505194292,2.70793628507061e-18,Up,0.969370003922891,3.92654199030859e-09,No,406.184705877314,144.851832839857,378.95284967869,186.583174160774
LDB2,-0.423976354816978,0.0140131668349516,No,-0.394274382326574,0.0283745932251905,No,227.040681627807,308.713073586048,220.110389873012,292.382560152471
QDPR,0.170666614277167,0.0790476665499044,No,0.0538992358497429,0.647267390867704,No,921.500088906202,817.343411408865,886.837093926115,855.470007329364
LAP3,0.456029875475389,1.34399126660334e-16,No,0.548844982895125,8.35060651629342e-23,No,4703.10061956454,3422.90992945159,4870.50500063694,3326.51694587615
MED28,0.575465889078798,5.36555440953517e-20,No,0.460918884844264,1.48553912427088e-12,No,2633.12832369559,1761.38587284665,2485.27250420932,1799.34343921546
DCAF16,-0.00461456201268681,0.979077307361327,No,0.050954948565832,0.689145279438104,No,1005.44095830697,1009.17607776751,979.545780502701,941.872850046487
NCAPG,0.0104781659507982,0.909358385967415,No,-0.00728998047795523,0.93362924734398,No,3395.91545555718,3371.67077993843,3229.60423677848,3246.788325218
LCORL,0.524293627127244,8.99402576606934e-06,No,0.555950226577612,8.27226754791608e-06,No,606.520172965247,418.538646956864,525.398920744513,353.867990212897
SLIT2,1.61575806364134,1.33682579003434e-55,Up,0.70615358036397,1.73241860360149e-13,No,927.48259426309,295.771327514678,1291.22436380814,785.091687360725
PACRGL,-0.807796247612912,8.28950559360566e-06,No,-0.100259453141986,0.684201974018767,No,204.221020391579,369.386977254179,216.053716633766,234.524016661054
PPARGC1A,0.962605275631758,0.0148228604026003,No,0.248348091989977,0.61949854469645,No,30.8497231698937,11.7552224968859,9.07035215144268,6.16101353248354
DHX15,-0.00523081042936197,0.937914478101303,No,0.052974507264409,0.265135799617439,No,6665.41699208521,6688.97367637281,7107.28851590215,6849.31335883492
CCDC149,0.248300747952683,0.453216390212997,No,-0.297329831841557,0.357328482798568,No,69.9832476798974,57.4515832337714,57.0417073791005,72.5475511753304
LGI2,-0.22956711732167,0.45849144796467,No,-0.411306447239231,0.142997896046039,No,335.854897124961,401.538911849418,259.506440653877,358.244011033913
SEPSECS,-0.151584613323372,0.331656869468611,No,0.065551599304173,0.728881998627938,No,326.877838891231,364.09279416068,280.953480271019,267.512880681339
PI4K2B,-0.430060935129922,2.68719142646562e-07,No,-0.396670504659634,1.92941503340809e-05,No,860.398492900673,1164.42166424535,612.782249962018,811.05059255591
ZCCHC4,0.303815122820696,0.0248217028946594,No,0.291666101276011,0.066804401611905,No,472.924511275851,380.94606501148,266.920367879184,217.469502258139
ANAPC4,0.336479593596536,0.00219049469257859,No,0.519208201853594,3.1254990242607e-06,No,681.419198739117,537.553796449889,647.126649639426,447.540161738756
SLC34A2,4.61578050622049,5.21891214169128e-56,Up,7.81125919712513,6.61237593913675e-166,Up,152.240374890743,0,1601.75323170166,0
SEL1L3,-0.208908493547467,0.204795178476051,No,-0.556567132072536,1.51279863823495e-05,No,188.967899701599,219.423470793794,383.731047080738,570.399788745759
SMIM20,-0.506608187787012,0.000174586779657497,No,-0.464939190412169,0.000599186246292914,No,274.745100542806,394.017898938653,352.518468390126,491.558948669278
RBPJ,0.622003802594236,4.83396100005856e-19,No,0.624475858018226,1.07249755883499e-18,No,2497.92426382163,1616.37744384298,2647.25242110502,1712.04924161164
TBC1D19,0.487999767599586,0.00197126992956436,No,0.450848552704565,0.00738399578255758,No,286.944518408978,202.068359145177,256.770484895032,185.633051656513
STIM2,-0.115783389663673,0.403076126446704,No,0.154770835991706,0.26402651664208,No,400.946950817432,435.398023397263,420.350184562825,376.106118891692
PCDH7,0.878667409670149,2.07353673134102e-09,No,1.45557544050708,7.18976044855095e-23,Up,339.060695454369,179.839000319495,494.492847645406,173.864382048131
ARAP2,1.10248726683662,3.99491335355922e-05,Up,0.603120288664477,0.023853916627659,No,87.3830995331601,35.5374123174884,133.501265663924,83.709167403351
C4orf19,-0.0889341346121934,0.835002717834697,No,-0.0400000854301649,0.930494660088292,No,55.4982734362182,59.7628314105654,37.0639429169285,38.0466081936636
RELL1,0.806078691158056,5.5048082554786e-06,No,0.460058573020148,0.0193005614365309,No,206.032343531484,114.009032543159,185.926551737057,131.346030450238
PGM2,-0.216414953718398,0.00551531576776485,No,-0.308173091195161,0.000108337996446256,No,1403.22190949953,1632.81164875875,1154.48459585204,1433.07145544693
TBC1D1,-0.610642223602813,4.66014601237566e-17,No,-0.73604721263003,1.22562388042515e-24,No,842.102345817161,1291.19574967737,1051.51668322365,1758.68341863031
KLF3,-0.287581015945815,0.0105974355620668,No,-0.175379694878691,0.189146002095226,No,659.236342743729,807.82400739627,450.063524640961,509.46736532818
TLR10,1.07973386027262,0.0093824417835118,Up,0.374106332681374,0.435096065549514,No,23.0824079190283,4.12265072597549,12.2440561274818,6.40567974630209
TLR6,0.560564312722931,0.199718964310367,No,0.392416505068906,0.393569078176433,No,17.5811115505491,9.20283935092004,17.9060028455297,11.2586586032733
FAM114A1,0.733952885002621,0.0580118552245995,No,0.853538812764408,0.0261380519765802,No,33.3869765866742,16.404080565819,35.6459998009307,15.0410974692968
KLHL5,-0.770114779021744,5.21832667819988e-33,No,-0.859807077391249,4.43129135347869e-43,No,1159.03910101212,1984.49561779886,1691.20991486166,3081.73078165831
WDR19,-0.204507970152112,0.125867184198782,No,-0.308127410520558,0.021227938356599,No,413.541224111863,478.171608365687,346.041921407894,431.820651802399
RFC1,0.660340785625756,1.80431361207243e-39,No,0.535485820669403,1.13719186968538e-24,No,4137.79605195205,2612.8944349633,3719.46765413321,2563.79575492249
RPL9,-0.0768245440303676,0.334228532464861,No,-0.245280573724113,0.000304636970673999,No,17980.457113843,18970.670791716,14074.2296599026,16707.7533731919
LIAS,0.227362366364566,0.276174564773428,No,0.310219485451231,0.1139477416419,No,463.497324612708,393.551742107636,549.166771497732,437.973074538572
UGDH,1.18344167423488,1.31823235964e-60,Up,1.09310117238782,1.20924944246569e-47,Up,2574.53122174312,1124.90993931271,2142.90331482947,994.482574504521
UGDH-AS1,-0.0983780726720588,0.630843910702132,No,0.442040780683725,0.0134434692128782,No,284.982203410298,305.989140156627,233.885156608365,170.000433564213
SMIM14,0.00230989487506191,0.999932367424843,No,-0.035640607846343,0.912024269899634,No,90.4793021473472,90.1201353731186,113.223450050332,117.348180145622
UBE2K,-0.362811761909634,1.32912065074387e-17,No,-0.463098224519628,1.17776224326793e-26,No,3313.42778433375,4264.5958050122,3284.76162136036,4534.61211072173
PDS5A,-0.284462282553448,1.12898823548521e-06,No,-0.382074428504042,7.9862907563514e-11,No,3368.79123256413,4108.32752128671,3098.26712898332,4048.03577080735
N4BP2,-0.147566869518034,0.16947025663879,No,-0.311031082577633,0.00251708494836414,No,905.486731032068,1004.90933726823,693.702346136021,864.164780894616
RHOH,0.244703328664363,0.628445447357198,No,1.1076723660749,0.00597010875652694,Up,16.6828095107268,13.303877910365,20.0421372189521,5.11436600165042
RBM47,0.58846902220482,0.119795056693847,No,-0.413763170002936,0.281550375935851,No,21.4744856762462,11.6084822789373,26.1841087350849,37.6841840621527
APBB2,-0.0339449909074167,0.817830731264455,No,0.126388801887979,0.287896944879944,No,946.823506411553,969.836458551063,1058.66503689765,970.041033386504
UCHL1,-0.466511240870847,1.29275339346241e-18,No,-0.500135688086434,2.42137999228956e-21,No,4598.97628180224,6365.3728027807,5765.96971896073,8173.47493461638
LIMCH1,-0.196668903932338,0.00900437608177533,No,-0.0173997980826704,0.864376240417931,No,1829.07200580417,2099.09163987249,2295.68031290561,2321.82238081074
TMEM33,-0.173552420895675,0.00984026000766832,No,-0.267585011847388,5.04796825993507e-05,No,2118.75917162812,2391.2266128566,2027.29776595305,2446.23693646687
DCAF4L1,2.59544196822817,6.92055991885101e-23,Up,2.18838772816595,3.8982590576719e-18,Up,153.738325924494,18.3658077358226,198.091599365507,36.7117063504789
SLC30A9,-0.510900369045149,1.56611623726266e-10,No,-0.586844540195115,6.49875649264045e-13,No,1224.61256595854,1751.04374435868,1157.40854061384,1746.72841970197
BEND4,-0.704256671464022,6.31375218038333e-17,No,-0.577388014542224,3.27266979191288e-11,No,828.618117688656,1357.88219065119,909.27915542689,1364.92901189017
SHISA3,-0.405884136926245,2.54394120547705e-06,No,-0.755388211120757,6.25388292662992e-20,No,688.903276640594,916.135280745048,834.300077212118,1414.38725299974
ATP8A1,0.674678030651693,2.95579130058627e-07,No,0.11855079320157,0.433334199411409,No,414.013143646723,255.675263832809,627.681894215923,576.074590982496
KCTD8,0.655543356596364,0.0220087342212979,No,0.559138306428046,0.0427170326231715,No,62.2152599874018,36.1511709942995,107.381450849434,70.0311417003583
GUF1,-0.274270120390901,0.0013332209642127,No,-0.505915259535113,1.77786382198966e-09,No,1272.66526006281,1542.81757893939,1182.49614333957,1692.26173481616
GNPDA2,0.396876851672646,0.0911985731982075,No,-0.0948545358603639,0.742247311231164,No,197.516895428061,146.766171839464,182.355231056537,194.909053250237
COMMD8,-0.559944612471695,2.91838965714829e-07,No,-0.831245276266771,1.53803151892569e-14,No,403.218112171915,599.556638079316,419.882051435962,754.875704718959
ATP10D,-0.445158840926885,3.29737056508902e-08,No,-0.568338488846834,9.70390937297907e-13,No,873.495351370823,1194.5101722587,1023.62875711976,1525.44686587185
NFXL1,0.961661102214124,1.34884354931727e-24,No,1.01343948541477,3.15491114626851e-25,Up,923.683425561452,469.057064910507,919.765389523185,448.612761945053
NIPAL1,0.390257521632283,0.239545236458321,No,0.067145371777099,0.863725592573819,No,61.6637606438967,44.1327054715114,112.534868091764,109.784288878128
TXK,0.0161836595635059,0.98358725257777,No,1.42115158286162,0.000356877645540776,Up,3.60956205334825,3.31248995329345,23.3927214885546,3.4565057396405
TEC,2.50790983685628,1.03669551371547e-42,Up,2.26570800070089,1.04233738140462e-35,Up,381.189394875982,59.7962247902249,404.64527338323,76.7264210219866
SLAIN2,0.127296889426608,0.0302138039380917,No,-0.0286080601630978,0.702544913427992,No,3148.89018660563,2882.03678163557,2866.93731123381,2924.18431636799
SLC10A4,0.515240047124537,0.00023275935840219,No,0.287854202347427,0.040123230558648,No,315.427482909145,218.143667708009,501.983836661002,410.362151436155
ZAR1,2.00716500525421,2.09789218280359e-10,Up,2.07636246394084,5.60634915132258e-11,Up,63.5528005533848,9.81523884332314,93.9891903149424,14.8621452890436
FRYL,0.428769985419751,0.00011750677835834,No,0.331330514557939,0.00379528990315261,No,919.817233141035,679.979393715653,1049.99022189629,831.315617666279
OCIAD1,-0.15119934635027,0.0315573495029221,No,-0.207250273625709,0.00267821536210017,No,1872.66175199579,2081.49952654214,1951.68856447293,2254.89315294225
OCIAD2,-0.73868643156556,2.62288794491403e-05,No,-0.718057136456706,2.62126083998235e-05,No,162.399258264506,278.531434453232,265.0854101294,446.9518357126
DCUN1D4,0.0961248393230408,0.39808440051054,No,0.0844265080587601,0.464199874678523,No,1020.75006531939,955.473998963942,1129.35433975938,1062.41365596982
LRRC66,0.80853174355828,0.0569630629793457,No,0.469831795421868,0.303137624344933,No,17.5093839075209,5.95753786851548,22.6061799418472,13.5945305763032
SGCB,-0.111010093309324,0.349445945531402,No,-0.182616398958962,0.0933123442835778,No,614.169391624011,664.177363321422,732.674747652106,832.408043486504
USP46,-0.318270388704039,6.716816298937e-06,No,-0.348707108991959,7.27434306041659e-07,No,1155.8661404517,1444.08292854728,1375.71579217556,1755.67581216053
DANCR,-0.632497981609258,2.77503906365317e-20,No,-0.653095589595371,1.63632520267373e-21,No,2242.09027053705,3487.95893482111,2713.54883435432,4285.28171239944
RASL11B,1.80223844062938,7.16156802457863e-29,Up,2.52988444920762,4.74803244334981e-30,Up,435.490305394693,119.204921533253,188.244335216894,25.5886670945956
SCFD2,0.270519596218789,0.00169867842085781,No,0.349588589803697,0.000109625265110454,No,1064.82066324115,880.833457289589,879.89270170737,688.078186022287
FIP1L1,0.447702882166816,2.43359311491527e-13,No,0.298598469065983,4.26715175565483e-06,No,1957.25305535664,1432.58100492344,1850.70839270271,1499.81213169337
CHIC2,0.827124359662498,1.61838043647587e-07,No,0.337948274556491,0.0434239300734873,No,315.688173489365,173.04348073721,384.559344844343,303.341327237251
GSX2,0.00408464428437313,0.999932367424843,No,0.0476693389546238,0.934558714334775,No,0.404146322754054,0,23.2777060754215,22.358321267513
PDGFRA,0.573509127951213,5.88567791786096e-09,No,0.290011108155165,0.00249753740778585,No,886.153301350691,590.894590659737,1999.46312464817,1629.52841085214
KIT,-0.24683754939066,0.271435065511091,No,0.127273066233973,0.630652287210555,No,140.539261954526,168.676461205657,125.964932406358,115.14276354104
KDR,-0.0560700580551721,0.930863297105981,No,-0.127740104051295,0.816758662174294,No,13.945465884425,14.9690950621858,5.37439507618103,6.80812356073306
SRD5A3,-0.244913478277268,0.159763763688318,No,0.0328336938481908,0.873192467274692,No,163.54739805623,195.048994067894,298.537463577285,291.653714923548
TMEM165,-0.259590367505116,0.00261658928794081,No,-0.2127524933625,0.0174097083026179,No,963.588773639735,1155.94656373668,1111.28957011417,1290.77367106987
CLOCK,0.473931770844779,2.49647973473009e-06,No,0.527715156494259,2.19579177230158e-07,No,739.937439685585,529.761682774928,809.944337404767,557.892250773697
NMU,-0.480728516786122,0.000658205947518338,No,-0.741863360648553,5.50923032199811e-10,No,193.857862676561,273.609069759607,450.340788758735,762.571541851392
EXOC1,-0.133704688031016,0.323222368834565,No,-0.40459549387523,0.00063857374665817,No,408.619669274166,449.469604523443,408.271665297996,542.920784355904
CEP135,-0.126658400049056,0.279660944761031,No,-0.184722179475424,0.109282104261294,No,581.312806988473,635.512619297454,532.647853430864,607.42406729746
AASDH,-0.169469565969039,0.438021018194333,No,-0.223070809241283,0.3185165437395,No,182.577736202578,206.382383661944,140.219028329768,165.338376135438
PPAT,0.351768289624976,6.24315677272845e-09,No,0.28692563501496,7.46389352286438e-06,No,3787.15035773337,2964.47571217698,2984.24086131059,2442.18965055275
PAICS,-0.712595599025149,1.70173060493967e-71,No,-0.821849306788993,1.0243897907154e-91,No,8821.46371292734,14476.7076195738,7868.50277830847,13936.8616172258
SRP72,0.0624362982748212,0.319298766707342,No,-0.017120978322328,0.819720544360493,No,4686.2032287008,4487.29436619674,4293.61946960687,4346.12206583507
THEGL,0.316662723700803,0.255380999530625,No,1.05581409127791,4.24993962583601e-05,Up,95.1518628634649,74.7130001675377,102.003496449768,44.5367277354507
REST,0.695021138868396,4.08854867194354e-20,No,0.525432021503012,7.94284684124573e-10,No,1487.1593668248,915.082978544206,932.249539005689,646.282416368479
NOA1,0.251864136027563,0.00477086787562672,No,0.425973401044104,2.06820405696043e-06,No,1137.23696224603,953.598641654533,1090.4919345929,807.404153031055
POLR2B,0.139753611900613,0.00105439818092269,No,0.140991678402018,0.00134383703534496,No,5833.23240645551,5292.97571386522,5619.00600699514,5093.95019183255
CENPC,0.0950377026046293,0.609187774936845,No,0.077215384314147,0.688897386231293,No,419.68481076841,392.636782044388,385.732466941653,365.382489210216
UBA6,0.163623508415838,0.0160400460346089,No,-0.048594535773978,0.560238615828152,No,1519.11168838738,1354.55729082003,1442.78691385734,1491.7173406712
SNORA62,0.600852045309833,0.168473137181806,No,1.09677925152402,0.00702567290116882,Up,25.5591927129256,13.4466614734237,22.2853283108226,4.78074035769478
YTHDC1,0.900684373376387,1.41504811104958e-73,No,0.957435955499575,8.7517538390553e-77,No,4377.80272009532,2337.93311145195,4075.64779638186,2091.72837555638
SULT1B1,1.62503470048761,6.34471600989575e-08,Up,1.0056756247753,0.00146215530751643,Up,103.04347762993,25.2847618552328,80.4684878154904,33.7832619858674
