OO,PRO,ZY,2C,4C,8C,MO
-0.0929877757161879,0.0816907556967589,-0.2486989179388,-0.273665833455375,-0.618485336122743,0.298484307845468,0.853662799690878
-0.00742172566210309,0.0445303539726185,-0.00742172566210309,-0.00742172566210309,-0.00742172566210309,-0.00742172566210309,-0.00742172566210309
0,0,0,0,0,0,0
0.347027043655162,0.15473750660289,0.554322287538129,-0.267175981523564,-0.952630051462165,0.565405112524791,-0.401685917335243
1.05626910017931,-0.501998533876428,-0.501998533876428,-0.501998533876428,-0.244987915670404,0.414304386069431,0.280410031050946
-0.564248399983397,-0.233858726347838,-0.00605280882502601,-0.520711751699748,-1.83153227881855,2.61664467518472,0.539759290489841
0.512399643490654,-0.441061248617884,-1.57778907772402,-1.60089848848994,-0.195253711980635,2.0523927290722,1.25021015424961
0,0,0,0,0,0,0
0.710740509279782,-0.505658921962031,-0.626513316836416,-0.406123248411116,0.298010953287718,0.396853233135913,0.13269079150615
0,0,0,0,0,0,0
3.88006755691175,-2.84710413519865,-2.84710413519865,-2.7008833943476,1.33737453598844,5.65738264139483,-2.47973306955012
0.732045582700359,-1.27245580953458,-1.27245580953458,-1.27245580953458,2.65520365116851,1.70257400426946,-1.27245580953458
-0.356163636341922,0.00781775507588489,0.647843852459603,-0.479689382535404,0.540928648543091,0.812849017608473,-1.17358625480972
-0.185476901012585,0.0848082027379992,0.0344540028509498,-0.186625086541466,0.209625173859221,0.0568548934559757,-0.0136402853500953
0.984579400188627,2.04648975633654,1.95490314848265,0.789434704652653,0.775534383572213,0.816461178803419,-7.3674025720361
0,0,0,0,0,0,0
-0.397222432730467,-0.803214792406304,-0.803214792406304,-0.508471526845172,2.01696417000888,1.29837416678567,-0.803214792406304
-0.0346937891280234,-0.0346937891280234,-0.0346937891280234,-0.0346937891280234,-0.0346937891280234,-0.0346937891280234,0.20816273476814
-0.426051915404067,1.45293268363457,0.814956184099728,-0.824601291894342,1.01058783835999,-1.03924647179041,-0.988577027005468
1.11220437563048,-0.952236892232292,-0.263899067125764,-1.75279625278104,-0.460111357975099,2.20773230642955,0.109106888054165
0.287485610478184,-0.777819212288144,-0.46050890906573,0.200350118154928,-0.756709210847673,0.21121581459367,1.29598578897476
-1.24290907152198,0.382997264318162,1.13587123504398,-1.14283011231566,0.187330834400529,1.51792929423211,-0.83838944415714
-1.1126625158601,0.864007714492636,0.318861438767186,0.413097265944188,0.665971839857234,-1.00456520767956,-0.144710535521579
0.00811283430143361,0.0141873487111179,-0.060451452181638,0.00201263476501562,-0.236774224822101,0.434725026367051,-0.161812167140879
0,0,0,0,0,0,0
0,0,0,0,0,0,0
-0.35059097190267,0.59848001421175,0.273693572655699,-0.707718966219131,-0.690440974787295,-0.0945901579234025,0.971167483965049
-0.49007607143504,0.410388255014046,0.146838508920838,-0.21506902393517,0.313150964999888,-0.07569449171325,-0.0895381418513112
0.0985115200639273,0.394534337851632,-1.14324622613945,-1.43213405926281,-0.370520868855646,1.20069282995188,1.25216246639046
0,0,0,0,0,0,0
-1.42125374656088,-0.589397276230145,0.34535247525185,1.02387059371116,-0.0859198073613214,0.225621372317364,0.501726388871974
0.036339663236008,-0.0912936164898657,-0.0912936164898657,-0.0912936164898657,-0.0912936164898657,0.420128419213321,-0.0912936164898657
-0.647626721902872,0.320111443543222,-0.311543308039721,-1.26305628807951,-1.45016023724016,2.01047753186011,1.34179757985894
0.0667304627494736,-0.930275061665099,-1.2785091902597,-1.4225555598764,-1.4225555598764,2.12037780354346,2.86678710538467
0,0,0,0,0,0,0
-0.339522975366541,-0.339522975366541,-0.339522975366541,-0.339522975366541,-0.339522975366541,-0.339522975366541,2.03713785219925
